date,TICKER,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,TICKER_encoded,SHRCD_encoded,EXCHCD_encoded,SICCD_encoded,market_cap,RET_calc,RET_interp,TB3MS,T10Y2Y,BAA10Y,BM,ME,Size,Momentum,ShortTermReversal,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,r2_1,r12_2,r12_7,r36_13,52_week_high,Rel_to_high,SUV,3_month_high,Rel_to_3month_high,1_month_high,Rel_to_1month_high,Idio_vol
2021-02-28,FND,81.688,0.106,36.011,51.4,53.123,51.679,51.679,4.092,24.441,0.0,0.08,0.125,0.088,0.464,0.085,0.118,0.117,0.216,0.105,0.059,0.221,0.116,0.221,0.131,0.095,0.391,0.465,0.535,0.58,0.535,0.01,0.009,0.163,0.629,0.048,0.432,4.098,0.077,0.371,0.61,0.435,0.581,0.216,0.477,1.259,1.12,0.654,0.625,1.888,20.105,20.922,0.44,0.553,1.489,72.29,2.105,0.932,39.574,3.492,1.131,2.432,7.101,0.0,0.027,0.0,-0.081,9.681,2.33,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,95.09,1272395.0,0.013753,104397.0,92.01,99.0,96.02,-0.003846,-0.007921,-0.00475,17.0,0.0,0.0,21.0,9927110.73,0.013752665245202689,0.013753,0.04,1.1426315789473684,2.1631578947368424,0.106,9927110.73,16.11078002993697,-0.17892955961177281,-0.019071,9575003.79,0.13288715366659923,120992040.55,0.0731898853463169,0.02564341041748296,1.8086899230919036,3.2713592378941962,-0.019071,-0.191077,-0.0999,-0.04677699999999999,95.09,1.0,0.38317591530913575,,,95.09,1.0,0.013930929827918671
2021-03-31,FND,82.19,0.106,36.011,51.611,53.341,51.891,51.891,4.117,24.591,0.0,0.08,0.125,0.088,0.464,0.085,0.118,0.117,0.216,0.105,0.059,0.221,0.116,0.221,0.131,0.095,0.391,0.465,0.535,0.58,0.535,0.01,0.009,0.163,0.629,0.048,0.432,4.098,0.077,0.371,0.61,0.435,0.581,0.216,0.477,1.259,1.12,0.654,0.625,1.888,20.105,20.922,0.44,0.553,1.489,72.29,2.105,0.932,39.574,3.492,1.131,2.432,7.101,0.0,0.027,0.0,-0.081,9.741,2.34,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,95.48,675315.0,-0.004795,104610.0,95.1,97.02,96.91,0.005605,0.009508,0.003623,17.0,0.0,0.0,21.0,9988162.8,-0.004794663331248672,-0.004795,0.03,1.463913043478261,2.1317391304347826,0.106,9988162.8,16.116911229808437,-0.12068921649205777,0.013753,9927110.73,0.06802734636163366,64479076.2,0.019987507807620254,0.02564499097387246,1.8086899230919036,3.2713592378941962,0.013753,-0.12393199999999999,-0.027296000000000004,-0.139037,95.48,1.0,-0.8862832487970874,,,95.48,1.0,0.013930929827918671
2021-04-30,FND,95.481,0.106,36.011,59.957,61.966,60.283,60.283,4.783,28.568,0.0,0.08,0.125,0.088,0.464,0.085,0.118,0.117,0.216,0.105,0.059,0.221,0.116,0.221,0.131,0.095,0.391,0.465,0.535,0.58,0.535,0.01,0.009,0.163,0.629,0.048,0.432,4.098,0.077,0.371,0.61,0.435,0.581,0.216,0.477,1.259,1.12,0.654,0.625,1.888,20.105,20.922,0.44,0.553,1.489,72.29,2.105,0.932,39.574,3.492,1.131,2.432,7.101,0.0,0.027,0.0,-0.081,11.316,2.718,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,110.92,754022.0,-0.027018,104610.0,110.37,114.085,113.56,-0.008008,-0.00826,-0.007195,17.0,0.0,0.0,21.0,11603341.2,-0.027017543859649162,-0.027018,0.02,1.471818181818182,1.9723809523809526,0.106,11603341.2,16.266803649085382,-0.11726900586874889,-0.004795,9988162.8,0.07549156087043354,83636120.24,0.033102403599830604,0.024797253624672142,1.8086899230919036,3.2713592378941962,-0.004795,-0.12007599999999999,-0.08166599999999999,-0.158048,110.92,1.0,-0.6314613153908397,,,110.92,1.0,0.013930929827918671
2021-05-31,FND,88.073,0.111,26.815,44.89,45.939,44.686,44.686,3.887,21.376,0.0,0.088,0.135,0.099,0.464,0.097,0.124,0.133,0.252,0.122,0.059,0.261,0.116,0.261,0.15,0.112,0.444,0.459,0.541,0.584,0.541,0.009,0.008,0.148,0.628,0.07,0.443,3.437,0.075,0.349,0.629,0.566,0.765,0.216,0.544,1.245,1.136,0.652,0.624,1.873,24.046,25.915,0.423,0.575,1.547,70.05,2.319,0.957,38.802,3.823,1.263,2.75,7.681,0.0,0.027,0.0,-0.091,9.265,1.767,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,98.31,659695.0,-0.019058,104912.0,97.85,101.3,101.16,0.001006,0.001001,0.000769,17.0,0.0,0.0,21.0,10313898.72,-0.01905807224106959,-0.019058,0.02,1.466,1.9989999999999999,0.111,10313898.72,16.149002933882233,-0.15020296220224483,-0.027018,11603341.2,0.056853882741981256,64854615.45,0.034647250815967895,0.024003901143191394,1.8086899230919036,3.2713592378941962,-0.027018,-0.15778399999999998,-0.11158199999999999,-0.139757,110.92,0.886314460872701,-0.8175600976676649,,,110.92,0.886314460872701,0.013930929827918671
2021-06-30,FND,94.693,0.111,26.815,48.265,49.393,48.045,48.045,4.179,22.983,0.0,0.088,0.135,0.099,0.464,0.097,0.124,0.133,0.252,0.122,0.059,0.261,0.116,0.261,0.15,0.112,0.444,0.459,0.541,0.584,0.541,0.009,0.008,0.148,0.628,0.07,0.443,3.437,0.075,0.349,0.629,0.566,0.765,0.216,0.544,1.245,1.136,0.652,0.624,1.873,24.046,25.915,0.423,0.575,1.547,70.05,2.319,0.957,38.802,3.823,1.263,2.75,7.681,0.0,0.027,0.0,-0.091,9.962,1.9,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,105.7,796296.0,-0.007139,104912.0,105.32,107.285,106.38,0.00036,0.000284,0.001328,17.0,0.0,0.0,21.0,11089198.4,-0.007138831486004027,-0.007139,0.04,1.3163636363636364,1.9259090909090908,0.111,11089198.4,16.221482075379594,-0.17478505364836627,-0.019058,10313898.72,0.07720611008675873,84168487.2,0.018484983890313056,0.02400905796152777,1.8086899230919036,3.2713592378941962,-0.019058,-0.187005,-0.130816,-0.125154,110.92,0.9529390551749009,-0.42569283674334973,,,110.92,0.9529390551749009,0.013930929827918671
2021-07-31,FND,109.305,0.111,26.815,55.712,57.014,55.459,55.459,4.824,26.53,0.0,0.088,0.135,0.099,0.464,0.097,0.124,0.133,0.252,0.122,0.059,0.261,0.116,0.261,0.15,0.112,0.444,0.459,0.541,0.584,0.541,0.009,0.008,0.148,0.628,0.07,0.443,3.437,0.075,0.349,0.629,0.566,0.765,0.216,0.544,1.245,1.136,0.652,0.624,1.873,24.046,25.915,0.423,0.575,1.547,70.05,2.319,0.957,38.802,3.823,1.263,2.75,7.681,0.0,0.027,0.0,-0.091,11.499,2.193,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,122.01,650734.0,-0.005299,104912.0,121.295,123.89,121.51,-0.005629,-0.005072,-0.005406,17.0,0.0,0.0,21.0,12800313.120000001,-0.0052992010435348735,-0.005299,0.05,1.099047619047619,1.926190476190476,0.111,12800313.120000001,16.364980191090645,-0.12982589922328136,-0.007139,11089198.4,0.05868178893796327,79396055.34,0.02116768970369312,0.024018985024953643,1.8086899230919036,3.2713592378941962,-0.007139,-0.135707,-0.09145,-0.181501,122.01,1.0,-0.9271911359895103,,,122.01,1.0,0.013930929827918671
2021-08-31,FND,99.868,0.109,24.557,44.353,45.498,46.18,46.18,4.253,22.923,0.0,0.093,0.146,0.113,0.46,0.11,0.127,0.16,0.285,0.157,0.059,0.295,0.138,0.295,0.192,0.142,0.471,0.471,0.529,0.57,0.529,0.008,0.008,0.168,0.6,0.062,0.426,2.857,0.072,0.369,0.609,0.623,0.794,0.216,0.508,1.241,1.09,0.649,0.618,1.846,30.615,35.848,0.456,0.596,1.488,54.015,2.589,1.024,46.186,4.058,1.371,2.913,8.775,0.0,0.027,0.0,-0.097,10.688,1.404,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,123.3,602839.0,0.01049,105239.0,121.235,123.68,122.075,-0.001063,0.004912,-0.001349,17.0,0.0,0.0,21.0,12975968.7,0.010490083592853638,0.010490,0.05,1.0659090909090911,1.9563636363636363,0.109,12975968.7,16.378609643188923,-0.13420058854396988,-0.005299,12800313.120000001,0.04709564479778913,74330048.7,0.019966110691464443,0.02397100833106306,1.8086899230919036,3.2713592378941962,-0.005299,-0.140733,-0.07742399999999999,-0.179873,123.3,1.0,-1.0391784343127584,,,123.3,1.0,0.013930929827918671
2021-09-30,FND,97.835,0.109,24.557,43.45,44.572,45.24,45.24,4.166,22.456,0.0,0.093,0.146,0.113,0.46,0.11,0.127,0.16,0.285,0.157,0.059,0.295,0.138,0.295,0.192,0.142,0.471,0.471,0.529,0.57,0.529,0.008,0.008,0.168,0.6,0.062,0.426,2.857,0.072,0.369,0.609,0.623,0.794,0.216,0.508,1.241,1.09,0.649,0.618,1.846,30.615,35.848,0.456,0.596,1.488,54.015,2.589,1.024,46.186,4.058,1.371,2.913,8.775,0.0,0.027,0.0,-0.097,10.47,1.375,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,120.79,653208.0,-0.036455,105239.0,120.68,125.39,125.22,-0.0095,-0.002315,-0.01191,17.0,0.0,0.0,21.0,12711818.81,-0.03645500957243131,-0.036455,0.04,1.1338095238095238,1.8552380952380954,0.109,12711818.81,16.358042733635813,-0.1416097462724104,0.010490,12975968.7,0.050339825496034066,78900994.32000001,0.038281789734628306,0.02428598802921683,1.8086899230919036,3.2713592378941962,0.010490,-0.149455,-0.101431,-0.142757,123.3,0.9796431467964315,-0.9325100885794811,,,123.3,0.9796431467964315,0.013930929827918671
2021-10-31,FND,110.09,0.109,24.557,48.892,50.155,50.906,50.906,4.688,25.269,0.0,0.093,0.146,0.113,0.46,0.11,0.127,0.16,0.285,0.157,0.059,0.295,0.138,0.295,0.192,0.142,0.471,0.471,0.529,0.57,0.529,0.008,0.008,0.168,0.6,0.062,0.426,2.857,0.072,0.369,0.609,0.623,0.794,0.216,0.508,1.241,1.09,0.649,0.618,1.846,30.615,35.848,0.456,0.596,1.488,54.015,2.589,1.024,46.186,4.058,1.371,2.913,8.775,0.0,0.027,0.0,-0.097,11.782,1.547,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,135.92,679587.0,0.007486,105239.0,134.745,136.36,135.17999,0.000973,-0.001533,0.001949,17.0,0.0,0.0,21.0,14304084.879999999,0.007486472463123395,0.007486,0.05,1.19,1.7705000000000002,0.109,14304084.879999999,16.4760557103823,-0.11727195910692767,-0.036455,12711818.81,0.05346103576188402,92369465.03999999,0.011914202984083725,0.02431903684986852,1.8086899230919036,3.2713592378941962,-0.036455,-0.12288899999999998,-0.065428,-0.21049099999999998,135.92,1.0,-0.7798065188674006,,,135.92,1.0,0.013930929827918671
2021-11-30,FND,95.427,0.102,26.675,45.551,46.707,47.568,47.568,4.198,27.149,0.0,0.09,0.141,0.108,0.457,0.105,0.123,0.153,0.269,0.151,0.059,0.277,0.133,0.277,0.184,0.134,0.462,0.48,0.52,0.559,0.52,0.007,0.007,0.163,0.609,0.058,0.41,2.877,0.07,0.39,0.589,0.564,0.618,0.216,0.241,1.231,1.052,0.648,0.616,1.839,33.177,38.756,0.419,0.55,1.406,48.664,2.534,1.01,49.002,4.023,1.377,2.868,9.842,0.0,0.027,0.0,-0.068,10.483,1.677,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,128.91,496863.0,-0.014826,105592.0,128.44,132.28,130.05,-0.01913,-0.013911,-0.018961,17.0,0.0,0.0,21.0,13611864.719999999,-0.01482621208817636,-0.014826,0.05,1.0515,1.7235,0.102,13611864.719999999,16.426452376263804,-0.09323030279432565,0.007486,14304084.879999999,0.034735741864529546,64050609.33,0.02945688861613994,0.022397044737149915,1.8086899230919036,3.2713592378941962,0.007486,-0.09617699999999998,-0.06526,-0.219263,135.92,0.9484255444379047,-1.403393684012509,,,135.92,0.9484255444379047,0.013930929827918671
2021-12-31,FND,96.242,0.102,26.675,45.94,47.105,47.974,47.974,4.233,27.381,0.0,0.09,0.141,0.108,0.457,0.105,0.123,0.153,0.269,0.151,0.059,0.277,0.133,0.277,0.184,0.134,0.462,0.48,0.52,0.559,0.52,0.007,0.007,0.163,0.609,0.058,0.41,2.877,0.07,0.39,0.589,0.564,0.618,0.216,0.241,1.231,1.052,0.648,0.616,1.839,33.177,38.756,0.419,0.55,1.406,48.664,2.534,1.01,49.002,4.023,1.377,2.868,9.842,0.0,0.027,0.0,-0.068,10.572,1.691,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,130.00999,633798.0,0.000231,105592.0,128.72,131.19,130.13,-0.002389,-0.00077,-0.002626,17.0,0.0,0.0,21.0,13728014.864079999,0.0002307278042774641,0.000231,0.06,0.785,1.8338095238095238,0.102,13728014.864079999,16.434949183465704,-0.09849653237022737,-0.014826,13611864.719999999,0.04656217300402322,82400071.64201999,0.019006579200492472,0.02253428109768478,1.8086899230919036,3.2713592378941962,-0.014826,-0.10193199999999998,-0.06332800000000001,-0.216506,135.92,0.9565184667451442,-0.7347720309655201,,,135.92,0.9565184667451442,0.013930929827918671
2022-01-31,FND,80.481,0.102,26.675,38.417,39.391,40.118,40.118,3.54,22.897,0.0,0.09,0.141,0.108,0.457,0.105,0.123,0.153,0.269,0.151,0.059,0.277,0.133,0.277,0.184,0.134,0.462,0.48,0.52,0.559,0.52,0.007,0.007,0.163,0.609,0.058,0.41,2.877,0.07,0.39,0.589,0.564,0.618,0.216,0.241,1.231,1.052,0.648,0.616,1.839,33.177,38.756,0.419,0.55,1.406,48.664,2.534,1.01,49.002,4.023,1.377,2.868,9.842,0.0,0.027,0.0,-0.068,8.841,1.414,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,108.72,934561.0,0.052876,105592.0,103.59,108.81,103.63,0.022431,0.030493,0.018886,17.0,0.0,0.0,21.0,11479962.24,0.052876234747240014,0.052876,0.15,0.7835,1.8210000000000002,0.102,11479962.24,16.256113659651678,-0.08075740962822475,0.000231,13728014.864079999,0.06807692221002201,101605471.92,0.049152542372881344,0.026291504295013944,1.8086899230919036,3.2713592378941962,0.000231,-0.08263,-0.049555999999999996,-0.256113,135.92,0.799882283696292,0.35624922501360207,,,135.92,0.799882283696292,0.013930929827918671
2022-02-28,FND,59.545,0.099,33.084,34.52,35.415,36.22,36.22,2.941,33.506,0.0,0.082,0.134,0.1,0.448,0.097,0.117,0.139,0.237,0.138,0.152,0.244,0.134,0.244,0.167,0.118,0.412,0.501,0.499,0.539,0.499,0.006,0.006,0.058,0.792,0.067,0.382,3.104,0.075,0.429,0.547,0.444,0.292,0.125,-0.353,1.184,0.965,0.645,0.612,1.819,36.595,43.174,0.135,0.257,1.234,63.248,2.282,1.039,50.718,4.168,1.301,2.595,14.228,0.0,0.026,0.0,-0.005,7.401,1.064,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,95.62,1266296.0,-0.032578,105592.0,93.885,98.31,96.93,-0.000365,0.002819,-0.002443,17.0,0.0,0.0,21.0,10096707.040000001,-0.03257790368271951,-0.032578,0.33,0.49894736842105264,2.033684210526316,0.099,10096707.040000001,16.12771989300675,-0.04528177812517131,0.052876,11479962.24,0.11030489243142319,121083223.52000001,0.04604698353234993,0.026433585798284406,1.8086899230919036,3.2713592378941962,0.052876,-0.04350699999999998,-0.05281899999999999,-0.229877,135.92,0.703502060035315,1.1083183780082912,,,135.92,0.703502060035315,0.013930929827918671
2022-03-31,FND,50.564,0.099,33.084,29.242,30.0,30.682,30.682,2.497,28.452,0.0,0.082,0.134,0.1,0.448,0.097,0.117,0.139,0.237,0.138,0.152,0.244,0.134,0.244,0.167,0.118,0.412,0.501,0.499,0.539,0.499,0.006,0.006,0.058,0.792,0.067,0.382,3.104,0.075,0.429,0.547,0.444,0.292,0.125,-0.353,1.184,0.965,0.645,0.612,1.819,36.595,43.174,0.135,0.257,1.234,63.248,2.282,1.039,50.718,4.168,1.301,2.595,14.228,0.0,0.026,0.0,-0.005,6.285,0.901,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,81.0,2522129.0,-0.070888,105850.0,80.53,87.19,87.19,-0.014539,-0.009262,-0.015653,17.0,0.0,0.0,21.0,8573850.0,-0.07088781830695123,-0.070888,0.44,0.21826086956521737,2.166086956521739,0.099,8573850.0,15.96422743123545,-0.07193451435373555,-0.032578,10096707.040000001,0.24979718536034692,204292449.0,0.07941807774862862,0.0277338810776923,1.8086899230919036,3.2713592378941962,-0.032578,-0.07128999999999999,-0.084479,-0.227686,135.92,0.5959387875220719,2.6806213903212717,,,135.92,0.5959387875220719,0.013930929827918671
2022-04-30,FND,49.765,0.099,33.084,28.78,29.526,30.197,30.197,2.458,28.003,0.0,0.082,0.134,0.1,0.448,0.097,0.117,0.139,0.237,0.138,0.152,0.244,0.134,0.244,0.167,0.118,0.412,0.501,0.499,0.539,0.499,0.006,0.006,0.058,0.792,0.067,0.382,3.104,0.075,0.429,0.547,0.444,0.292,0.125,-0.353,1.184,0.965,0.645,0.612,1.819,36.595,43.174,0.135,0.257,1.234,63.248,2.282,1.039,50.718,4.168,1.301,2.595,14.228,0.0,0.026,0.0,-0.005,6.186,0.887,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,79.72,1103313.0,-0.061787,105850.0,79.52,85.21,83.83,-0.033543,-0.017716,-0.036285,17.0,0.0,0.0,21.0,8438362.0,-0.06178651288690129,-0.061787,0.76,0.20950000000000002,1.9114999999999998,0.099,8438362.0,15.948298771907606,-0.11377930989497043,-0.070888,8573850.0,0.12868349691212233,87956112.36,0.06908274145571539,0.029789189336507895,1.8086899230919036,3.2713592378941962,-0.070888,-0.11516,-0.049975,-0.265439,135.92,0.5865214832254267,0.6095183454359154,,,135.92,0.5865214832254267,0.013930929827918671
2022-05-31,FND,48.045,0.168,27.824,27.735,28.468,29.24,29.24,2.17,40.535,0.0,0.076,0.127,0.093,0.439,0.09,0.11,0.136,0.223,0.133,0.152,0.23,0.114,0.23,0.161,0.113,0.443,0.497,0.503,0.543,0.503,0.006,0.006,0.092,0.727,0.067,0.387,3.032,0.072,0.423,0.555,0.466,0.197,0.125,-1.349,1.199,0.985,0.646,0.612,1.827,36.404,43.485,0.217,0.345,1.265,59.708,2.245,1.007,43.675,4.144,1.414,2.847,13.913,0.0,0.026,0.0,0.023,5.533,0.864,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,75.44,1349158.0,-0.031827,105858.0,74.44,77.73,76.89,-0.006957,-0.004159,-0.006274,17.0,0.0,0.0,21.0,7985927.52,-0.03182751540041073,-0.031827,0.98,0.2814285714285714,2.218571428571429,0.168,7985927.52,15.893191490681323,-0.152382330121954,-0.061787,8438362.0,0.15988387319719158,101780479.52,0.04324111191430645,0.02894047767814957,1.8086899230919036,3.2713592378941962,-0.061787,-0.157889,-0.045743,-0.252344,135.92,0.5550323719835197,1.043594607419835,,,135.92,0.5550323719835197,0.013930929827918671
2022-06-30,FND,40.097,0.168,27.824,23.147,23.758,24.403,24.403,1.811,33.829,0.0,0.076,0.127,0.093,0.439,0.09,0.11,0.136,0.223,0.133,0.152,0.23,0.114,0.23,0.161,0.113,0.443,0.497,0.503,0.543,0.503,0.006,0.006,0.092,0.727,0.067,0.387,3.032,0.072,0.423,0.555,0.466,0.197,0.125,-1.349,1.199,0.985,0.646,0.612,1.827,36.404,43.485,0.217,0.345,1.265,59.708,2.245,1.007,43.675,4.144,1.414,2.847,13.913,0.0,0.026,0.0,0.023,4.618,0.721,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,62.96,2248119.0,-0.049947,105858.0,60.97,65.1,64.46,-0.008945,-0.006289,-0.008759,17.0,0.0,0.0,21.0,6664819.68,-0.049947185755243595,-0.049947,1.49,0.14523809523809525,2.124285714285714,0.168,6664819.68,15.712353456465268,-0.17345877993109082,-0.031827,7985927.52,0.2815100681003927,141541572.24,0.0655191560244308,0.02797448928177806,1.8086899230919036,3.2713592378941962,-0.031827,-0.182577,-0.038373000000000004,-0.30203100000000005,135.92,0.4632136550912302,2.120381230003679,,,135.92,0.4632136550912302,0.013930929827918671
2022-07-31,FND,51.312,0.168,27.824,29.621,30.404,31.229,31.229,2.318,43.291,0.0,0.076,0.127,0.093,0.439,0.09,0.11,0.136,0.223,0.133,0.152,0.23,0.114,0.23,0.161,0.113,0.443,0.497,0.503,0.543,0.503,0.006,0.006,0.092,0.727,0.067,0.387,3.032,0.072,0.423,0.555,0.466,0.197,0.125,-1.349,1.199,0.985,0.646,0.612,1.827,36.404,43.485,0.217,0.345,1.265,59.708,2.245,1.007,43.675,4.144,1.414,2.847,13.913,0.0,0.026,0.0,0.023,5.91,0.923,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,80.57,1515951.0,0.018971,105858.0,75.59,80.78,77.18,0.013414,0.005708,0.014208,17.0,0.0,0.0,21.0,8528979.059999999,0.018970532439610555,0.018971,2.23,-0.13999999999999999,2.3175,0.168,8528979.059999999,15.958980224145225,-0.2105587852529277,-0.049947,6664819.68,0.22745566613739204,122140172.07,0.06638101937711834,0.029041105279096712,1.7820719915326269,3.175780583005063,-0.049947,-0.22722499999999998,0.019801999999999993,-0.28853300000000004,135.92,0.5927751618599176,1.113716606673355,,,135.92,0.5927751618599176,0.013930929827918671
2022-08-31,FND,48.753,0.23,24.711,30.358,30.935,31.658,31.658,2.207,164.083,0.0,0.071,0.123,0.089,0.434,0.087,0.106,0.132,0.208,0.129,0.152,0.215,0.108,0.215,0.156,0.108,0.44,0.503,0.497,0.537,0.497,0.006,0.006,0.051,0.803,0.07,0.379,3.039,0.074,0.435,0.544,0.444,0.049,0.125,-8.317,1.192,0.961,0.645,0.611,1.817,33.054,40.185,0.117,0.246,1.246,73.975,2.04,1.012,41.602,4.169,1.434,2.851,14.66,0.0,0.026,0.0,0.06,5.612,0.849,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,81.36,1828127.0,-0.018695,106037.0,79.95,83.67,83.67,-0.007189,-0.002479,-0.007817,17.0,0.0,0.0,21.0,8627170.32,-0.01869497044988544,-0.018695,2.63,-0.3521739130434782,2.254782608695652,0.23,8627170.32,15.970427120532198,-0.20393303839519517,0.018971,8528979.059999999,0.2143430048472883,148736412.72,0.04547121378804546,0.029029675226350162,1.7607180170539247,3.1001279355783047,0.018971,-0.218744,-0.023266000000000005,-0.297302,135.92,0.5985874043555033,1.3621416029106614,,,135.92,0.5985874043555033,0.013930929827918671
2022-09-30,FND,42.101,0.23,24.711,26.216,26.715,27.339,27.339,1.906,141.697,0.0,0.071,0.123,0.089,0.434,0.087,0.106,0.132,0.208,0.129,0.152,0.215,0.108,0.215,0.156,0.108,0.44,0.503,0.497,0.537,0.497,0.006,0.006,0.051,0.803,0.07,0.379,3.039,0.074,0.435,0.544,0.444,0.049,0.125,-8.317,1.192,0.961,0.645,0.611,1.817,33.054,40.185,0.117,0.246,1.246,73.975,2.04,1.012,41.602,4.169,1.434,2.851,14.66,0.0,0.026,0.0,0.06,4.847,0.733,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,70.26,1698633.0,-0.012509,106037.0,68.72,72.4025,70.66,-0.012297,-0.004068,-0.015067,17.0,0.0,0.0,21.0,7450159.62,-0.012508784258608574,-0.012509,3.13,-0.3376190476190476,2.1747619047619047,0.23,7450159.62,15.823746015629576,-0.18925998291973622,-0.018695,8627170.32,0.1968934119756662,119345954.58000001,0.05218870130560335,0.029015689812128955,1.712744588055706,2.93349402391411,-0.018695,-0.200984,-0.057699000000000014,-0.346628,135.92,0.5169217186580343,1.105304382025679,,,135.92,0.5169217186580343,0.013930929827918671
2022-10-31,FND,43.965,0.23,24.711,27.377,27.897,28.549,28.549,1.99,147.969,0.0,0.071,0.123,0.089,0.434,0.087,0.106,0.132,0.208,0.129,0.152,0.215,0.108,0.215,0.156,0.108,0.44,0.503,0.497,0.537,0.497,0.006,0.006,0.051,0.803,0.07,0.379,3.039,0.074,0.435,0.544,0.444,0.049,0.125,-8.317,1.192,0.961,0.645,0.611,1.817,33.054,40.185,0.117,0.246,1.246,73.975,2.04,1.012,41.602,4.169,1.434,2.851,14.66,0.0,0.026,0.0,0.06,5.061,0.766,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,73.37,1072918.0,-0.018724,106037.0,73.0,74.835,73.77,-0.005972,-0.002005,-0.007454,17.0,0.0,0.0,21.0,7779934.69,-0.018724087200748807,-0.018724,3.72,-0.3915,2.277,0.23,7779934.69,15.867058501517796,-0.205350277615166,-0.012509,7450159.62,0.14401275338044367,78719993.66000001,0.024824973788345032,0.028252963955318497,1.7160033360593456,2.9446674493668037,-0.012509,-0.22097899999999998,-0.12697200000000003,-0.316536,135.92,0.5398028251912891,0.17719203996995228,135.92,0.5398028251912891,135.92,0.5398028251912891,0.013930929827918671
2022-11-30,FND,42.278,0.218,20.914,27.847,28.269,28.815,28.815,1.917,-140.86,0.0,0.068,0.123,0.089,0.433,0.086,0.103,0.132,0.198,0.129,0.152,0.203,0.105,0.203,0.155,0.106,0.446,0.506,0.494,0.533,0.494,0.008,0.007,0.018,0.86,0.073,0.38,3.003,0.072,0.427,0.552,0.464,-0.051,0.125,-0.353,1.172,0.95,0.639,0.605,1.769,26.73,33.734,0.042,0.178,1.278,89.264,1.942,1.028,40.611,4.095,1.44,2.848,13.542,0.0,0.026,0.0,0.085,4.873,0.961,0.0,FLOOR & DECOR HOLDINGS INC,11,1,5713,74.63,1769804.0,0.046704,106118.0,69.345,74.74,71.45,0.029413,0.02056,0.030948,17.0,0.0,0.0,21.0,7919586.34,0.046704067321178044,0.046704,4.15,-0.6125,2.1745,0.218,7919586.34,15.884849532628605,-0.20849443754818908,-0.018724,7779934.69,0.22748314356350977,132080472.52,0.07488635180622545,0.03149576430569672,1.6674662559915465,2.780443714870466,-0.018724,-0.224877,-0.14397300000000002,-0.32556399999999996,135.92,0.549072984108299,1.0962920165921766,135.92,0.549072984108299,135.92,0.549072984108299,0.013930929827918671
