gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
012075,38149,2013-06-30,2014-03-31,2014-06-30,22.601,0.138,10.000,17.115,17.432,20.797,20.797,2.270,11.983,0.000,0.109,0.344,0.242,0.712,0.167,0.215,0.287,0.594,0.257,0.354,0.708,0.154,0.708,0.587,0.396,0.464,0.127,0.873,0.897,0.873,0.034,0.034,0.061,0.144,0.485,0.712,3.178,0.026,0.148,0.770,1.678,0.924,0.239,0.901,8.947,4.985,0.899,0.879,8.955,3.971,6.610,0.410,2.075,2.424,144.269,4.037,0.651,4.155,11.591,0.821,6.486,3.427,0.114,0.010,0.000,-0.058,7.179,0.942,,BYI,05874B10
012075,38149,2013-06-30,2014-03-31,2014-07-31,20.693,0.138,10.000,15.669,15.960,19.041,19.041,2.078,10.971,0.000,0.109,0.344,0.242,0.712,0.167,0.215,0.287,0.594,0.257,0.354,0.708,0.154,0.708,0.587,0.396,0.464,0.127,0.873,0.897,0.873,0.034,0.034,0.061,0.144,0.485,0.712,3.178,0.026,0.148,0.770,1.678,0.924,0.239,0.901,8.947,4.985,0.899,0.879,8.955,3.971,6.610,0.410,2.075,2.424,144.269,4.037,0.651,4.155,11.591,0.821,6.486,3.427,0.114,0.010,0.000,-0.058,6.573,0.862,,BYI,05874B10
012075,38149,2014-06-30,2014-06-30,2014-08-31,27.667,0.124,10.595,20.648,20.976,31.464,31.464,2.500,13.694,0.000,0.081,0.347,0.237,0.705,0.136,0.196,0.241,0.453,0.202,0.398,0.607,0.224,0.607,0.601,0.401,0.340,0.098,0.902,0.920,0.902,0.046,0.045,0.041,0.139,0.529,0.764,4.565,0.020,0.109,0.816,1.677,0.882,0.096,0.891,11.466,5.971,0.918,0.905,11.275,2.737,5.075,0.376,2.032,2.359,128.914,4.755,0.695,4.319,11.718,0.581,5.923,3.554,0.112,0.009,0.000,-0.070,9.614,1.902,,BYI,05874B10
012075,38149,2014-06-30,2014-06-30,2014-09-30,28.161,0.124,10.595,21.016,21.349,32.024,32.024,2.545,13.938,0.000,0.081,0.347,0.237,0.705,0.136,0.196,0.241,0.453,0.202,0.398,0.607,0.224,0.607,0.601,0.401,0.340,0.098,0.902,0.920,0.902,0.046,0.045,0.041,0.139,0.529,0.764,4.565,0.020,0.109,0.816,1.677,0.882,0.096,0.891,11.466,5.971,0.918,0.905,11.275,2.737,5.075,0.376,2.032,2.359,128.914,4.755,0.695,4.319,11.718,0.581,5.923,3.554,0.112,0.009,0.000,-0.070,9.785,1.936,,BYI,05874B10
012075,38149,2014-06-30,2014-06-30,2014-10-31,28.093,0.124,10.595,20.938,21.270,31.905,31.905,2.539,13.904,0.000,0.081,0.347,0.237,0.705,0.136,0.196,0.241,0.453,0.202,0.398,0.607,0.224,0.607,0.601,0.401,0.340,0.098,0.902,0.920,0.902,0.046,0.045,0.041,0.139,0.529,0.764,4.565,0.020,0.109,0.816,1.677,0.882,0.096,0.891,11.466,5.971,0.918,0.905,11.275,2.737,5.075,0.376,2.032,2.359,128.914,4.755,0.695,4.319,11.718,0.581,5.923,3.554,0.112,0.009,0.000,-0.070,9.762,1.928,,BYI,05874B10
012075,38149,2014-06-30,2014-09-30,2014-11-30,28.578,0.098,10.500,22.088,22.384,36.204,36.204,2.482,14.630,0.000,0.070,0.350,0.231,0.706,0.122,0.194,0.211,0.307,0.168,0.398,0.456,0.088,0.456,0.551,0.382,0.364,0.098,0.902,0.921,0.902,0.038,0.037,0.045,0.151,0.488,0.764,4.227,0.021,0.105,0.814,1.872,0.907,0.096,0.886,11.436,5.731,0.919,0.906,11.338,2.269,4.207,0.426,2.154,2.538,139.547,4.092,0.516,4.319,11.559,0.622,6.368,3.475,0.109,0.009,0.000,-0.059,10.568,2.604,,BYI,05874B10
007970,44206,2008-12-31,2009-09-30,2010-01-31,38.064,1.175,9.123,13.397,13.397,13.397,13.397,0.797,4.495,0.503,0.058,0.186,0.131,0.186,0.088,0.164,0.075,0.071,0.084,0.284,0.098,0.064,0.096,0.087,0.075,0.073,0.403,0.583,0.648,0.583,0.058,0.052,0.036,0.169,0.400,0.385,5.241,0.100,0.132,0.460,0.739,0.706,0.060,0.051,1.262,1.042,0.752,0.629,3.035,2.136,2.570,0.271,0.943,1.136,23.156,16.868,0.395,8.763,9.116,0.665,1.595,29.351,0.000,0.000,0.000,-0.048,0.908,0.206,3.75%,NU,66439710
007970,44206,2009-12-31,2009-12-31,2010-02-28,29.533,1.100,9.187,13.403,13.403,13.403,13.403,0.827,4.547,0.493,0.062,0.195,0.138,0.195,0.095,0.160,0.076,0.073,0.088,0.349,0.100,0.067,0.098,0.088,0.076,0.075,0.415,0.572,0.591,0.572,0.057,0.053,0.009,0.219,0.585,0.363,4.809,0.033,0.095,0.476,1.083,1.010,0.095,0.082,1.172,0.991,0.737,0.601,2.805,2.201,2.688,0.095,1.012,1.295,32.369,15.173,0.388,6.556,7.667,0.630,1.472,18.858,0.000,0.000,0.000,-0.047,0.903,0.355,4.00%,NU,66439710
007970,44206,2009-12-31,2009-12-31,2010-03-31,31.886,1.100,9.187,14.471,14.471,14.471,14.471,0.893,4.910,0.493,0.062,0.195,0.138,0.195,0.095,0.160,0.076,0.073,0.088,0.349,0.100,0.067,0.098,0.088,0.076,0.075,0.415,0.572,0.591,0.572,0.057,0.053,0.009,0.219,0.585,0.363,4.809,0.033,0.095,0.476,1.083,1.010,0.095,0.082,1.172,0.991,0.737,0.601,2.805,2.201,2.688,0.095,1.012,1.295,32.369,15.173,0.388,6.556,7.667,0.630,1.472,18.858,0.000,0.000,0.000,-0.047,0.975,0.383,3.71%,NU,66439710
007970,44206,2009-12-31,2009-12-31,2010-04-30,32.108,1.100,9.187,14.550,14.550,14.550,14.550,0.899,4.944,0.493,0.062,0.195,0.138,0.195,0.095,0.160,0.076,0.073,0.088,0.349,0.100,0.067,0.098,0.088,0.076,0.075,0.415,0.572,0.591,0.572,0.057,0.053,0.009,0.219,0.585,0.363,4.809,0.033,0.095,0.476,1.083,1.010,0.095,0.082,1.172,0.991,0.737,0.601,2.805,2.201,2.688,0.095,1.012,1.295,32.369,15.173,0.388,6.556,7.667,0.630,1.472,18.858,0.000,0.000,0.000,-0.047,0.982,0.385,3.69%,NU,66439710
007970,44206,2009-12-31,2010-03-31,2010-05-31,31.107,1.048,9.066,14.180,14.180,14.337,14.337,0.881,4.249,0.569,0.062,0.207,0.147,0.207,0.103,0.160,0.076,0.066,0.086,0.349,0.091,0.061,0.089,0.086,0.075,0.076,0.414,0.572,0.609,0.572,0.056,0.053,0.026,0.186,0.398,0.372,4.884,0.061,0.106,0.473,0.972,0.974,0.095,0.161,1.192,0.992,0.739,0.606,2.829,2.171,2.760,0.240,1.036,1.273,24.952,15.714,0.368,9.290,9.702,0.604,1.411,17.226,0.000,0.000,0.000,-0.053,0.896,1.856,3.95%,NU,66439710
007970,44206,2009-12-31,2010-03-31,2010-06-30,30.544,1.048,9.066,13.923,13.923,14.077,14.077,0.865,4.172,0.569,0.062,0.207,0.147,0.207,0.103,0.160,0.076,0.066,0.086,0.349,0.091,0.061,0.089,0.086,0.075,0.076,0.414,0.572,0.609,0.572,0.056,0.053,0.026,0.186,0.398,0.372,4.884,0.061,0.106,0.473,0.972,0.974,0.095,0.161,1.192,0.992,0.739,0.606,2.829,2.171,2.760,0.240,1.036,1.273,24.952,15.714,0.368,9.290,9.702,0.604,1.411,17.226,0.000,0.000,0.000,-0.053,0.880,1.823,4.02%,NU,66439710
007970,44206,2009-12-31,2010-03-31,2010-07-31,33.373,1.048,9.066,15.213,15.213,15.381,15.381,0.945,4.558,0.569,0.062,0.207,0.147,0.207,0.103,0.160,0.076,0.066,0.086,0.349,0.091,0.061,0.089,0.086,0.075,0.076,0.414,0.572,0.609,0.572,0.056,0.053,0.026,0.186,0.398,0.372,4.884,0.061,0.106,0.473,0.972,0.974,0.095,0.161,1.192,0.992,0.739,0.606,2.829,2.171,2.760,0.240,1.036,1.273,24.952,15.714,0.368,9.290,9.702,0.604,1.411,17.226,0.000,0.000,0.000,-0.053,0.961,1.991,3.68%,NU,66439710
007970,44206,2009-12-31,2010-06-30,2010-08-31,30.257,1.145,9.127,16.367,16.367,16.554,16.554,1.006,5.030,0.601,0.061,0.211,0.150,0.211,0.102,0.164,0.076,0.063,0.086,0.349,0.086,0.059,0.084,0.084,0.075,0.076,0.417,0.570,0.597,0.570,0.057,0.054,0.016,0.195,0.417,0.366,4.813,0.046,0.098,0.474,1.057,1.000,0.095,0.084,1.168,0.980,0.736,0.600,2.795,2.114,2.726,0.167,1.032,1.282,24.715,15.770,0.360,9.347,9.659,0.587,1.365,17.720,0.000,0.000,0.000,-0.050,0.994,5.847,3.54%,NU,66439710
007970,44206,2009-12-31,2010-06-30,2010-09-30,30.884,1.145,9.127,16.706,16.706,16.897,16.897,1.027,5.134,0.601,0.061,0.211,0.150,0.211,0.102,0.164,0.076,0.063,0.086,0.349,0.086,0.059,0.084,0.084,0.075,0.076,0.417,0.570,0.597,0.570,0.057,0.054,0.016,0.195,0.417,0.366,4.813,0.046,0.098,0.474,1.057,1.000,0.095,0.084,1.168,0.980,0.736,0.600,2.795,2.114,2.726,0.167,1.032,1.282,24.715,15.770,0.360,9.347,9.659,0.587,1.365,17.720,0.000,0.000,0.000,-0.050,1.014,5.968,3.47%,NU,66439710
007970,44206,2009-12-31,2010-06-30,2010-10-31,32.694,1.145,9.127,17.672,17.672,17.874,17.874,1.087,5.435,0.601,0.061,0.211,0.150,0.211,0.102,0.164,0.076,0.063,0.086,0.349,0.086,0.059,0.084,0.084,0.075,0.076,0.417,0.570,0.597,0.570,0.057,0.054,0.016,0.195,0.417,0.366,4.813,0.046,0.098,0.474,1.057,1.000,0.095,0.084,1.168,0.980,0.736,0.600,2.795,2.114,2.726,0.167,1.032,1.282,24.715,15.770,0.360,9.347,9.659,0.587,1.365,17.720,0.000,0.000,0.000,-0.050,1.074,6.313,3.28%,NU,66439710
007970,44206,2009-12-31,2010-09-30,2010-11-30,27.872,1.011,9.078,15.867,15.867,16.031,16.031,1.095,5.117,0.548,0.069,0.220,0.159,0.220,0.112,0.185,0.078,0.069,0.091,0.349,0.095,0.062,0.093,0.087,0.078,0.078,0.419,0.567,0.590,0.567,0.056,0.054,0.012,0.198,0.424,0.362,4.647,0.038,0.094,0.474,1.126,1.093,0.095,0.112,1.148,0.963,0.734,0.595,2.767,2.247,2.882,0.124,1.015,1.265,23.598,15.937,0.353,9.517,9.608,0.576,1.331,19.289,0.000,0.000,0.000,-0.051,1.041,1.187,3.30%,NU,66439710
007970,44206,2009-12-31,2010-09-30,2010-12-31,28.571,1.011,9.078,16.265,16.265,16.433,16.433,1.122,5.245,0.548,0.069,0.220,0.159,0.220,0.112,0.185,0.078,0.069,0.091,0.349,0.095,0.062,0.093,0.087,0.078,0.078,0.419,0.567,0.590,0.567,0.056,0.054,0.012,0.198,0.424,0.362,4.647,0.038,0.094,0.474,1.126,1.093,0.095,0.112,1.148,0.963,0.734,0.595,2.767,2.247,2.882,0.124,1.015,1.265,23.598,15.937,0.353,9.517,9.608,0.576,1.331,19.289,0.000,0.000,0.000,-0.051,1.067,1.217,3.22%,NU,66439710
007970,44206,2009-12-31,2010-09-30,2011-01-31,29.527,1.011,9.078,16.796,16.796,16.969,16.969,1.160,5.421,0.548,0.069,0.220,0.159,0.220,0.112,0.185,0.078,0.069,0.091,0.349,0.095,0.062,0.093,0.087,0.078,0.078,0.419,0.567,0.590,0.567,0.056,0.054,0.012,0.198,0.424,0.362,4.647,0.038,0.094,0.474,1.126,1.093,0.095,0.112,1.148,0.963,0.734,0.595,2.767,2.247,2.882,0.124,1.015,1.265,23.598,15.937,0.353,9.517,9.608,0.576,1.331,19.289,0.000,0.000,0.000,-0.051,1.103,1.256,3.11%,NU,66439710
007970,44206,2010-12-31,2010-12-31,2011-02-28,21.878,0.979,9.894,15.615,15.687,15.543,15.543,1.227,5.495,0.468,0.079,0.225,0.163,0.225,0.123,0.209,0.077,0.074,0.091,0.348,0.105,0.064,0.102,0.085,0.076,0.076,0.436,0.551,0.589,0.551,0.051,0.048,0.010,0.185,0.556,0.354,4.677,0.065,0.117,0.454,0.889,0.883,0.103,0.127,1.107,0.875,0.729,0.586,2.697,2.568,3.232,0.082,0.867,1.064,37.941,14.574,0.343,6.644,8.606,0.560,1.247,61.483,0.000,0.000,0.000,-0.049,1.091,1.369,3.23%,NU,66439710
007970,44206,2010-12-31,2010-12-31,2011-03-31,22.263,0.979,9.894,15.872,15.945,15.799,15.799,1.248,5.591,0.468,0.079,0.225,0.163,0.225,0.123,0.209,0.077,0.074,0.091,0.348,0.105,0.064,0.102,0.085,0.076,0.076,0.436,0.551,0.589,0.551,0.051,0.048,0.010,0.185,0.556,0.354,4.677,0.065,0.117,0.454,0.889,0.883,0.103,0.127,1.107,0.875,0.729,0.586,2.697,2.568,3.232,0.082,0.867,1.064,37.941,14.574,0.343,6.644,8.606,0.560,1.247,61.483,0.000,0.000,0.000,-0.049,1.111,1.391,3.18%,NU,66439710
007970,44206,2010-12-31,2010-12-31,2011-04-30,22.906,0.979,9.894,16.330,16.406,16.256,16.256,1.284,5.753,0.468,0.079,0.225,0.163,0.225,0.123,0.209,0.077,0.074,0.091,0.348,0.105,0.064,0.102,0.085,0.076,0.076,0.436,0.551,0.589,0.551,0.051,0.048,0.010,0.185,0.556,0.354,4.677,0.065,0.117,0.454,0.889,0.883,0.103,0.127,1.107,0.875,0.729,0.586,2.697,2.568,3.232,0.082,0.867,1.064,37.941,14.574,0.343,6.644,8.606,0.560,1.247,61.483,0.000,0.000,0.000,-0.049,1.143,1.432,3.09%,NU,66439710
007970,44206,2010-12-31,2011-03-31,2011-05-31,24.108,0.915,9.662,14.869,14.932,14.996,14.996,1.299,5.022,0.456,0.087,0.229,0.167,0.229,0.129,0.217,0.077,0.079,0.091,0.348,0.112,0.064,0.109,0.085,0.076,0.076,0.431,0.556,0.585,0.556,0.049,0.047,0.011,0.178,0.403,0.356,4.668,0.051,0.107,0.464,0.982,1.111,0.103,0.203,1.111,0.904,0.729,0.586,2.697,2.732,3.335,0.107,0.952,1.158,24.421,16.075,0.334,9.194,9.538,0.548,1.234,27.180,0.000,0.000,0.000,-0.058,1.114,0.828,3.12%,NU,66439710
007970,44206,2010-12-31,2011-03-31,2011-06-30,24.061,0.915,9.662,14.840,14.903,14.966,14.966,1.297,5.012,0.456,0.087,0.229,0.167,0.229,0.129,0.217,0.077,0.079,0.091,0.348,0.112,0.064,0.109,0.085,0.076,0.076,0.431,0.556,0.585,0.556,0.049,0.047,0.011,0.178,0.403,0.356,4.668,0.051,0.107,0.464,0.982,1.111,0.103,0.203,1.111,0.904,0.729,0.586,2.697,2.732,3.335,0.107,0.952,1.158,24.421,16.075,0.334,9.194,9.538,0.548,1.234,27.180,0.000,0.000,0.000,-0.058,1.111,0.826,3.13%,NU,66439710
007970,44206,2010-12-31,2011-03-31,2011-07-31,23.260,0.915,9.662,14.346,14.407,14.468,14.468,1.254,4.845,0.456,0.087,0.229,0.167,0.229,0.129,0.217,0.077,0.079,0.091,0.348,0.112,0.064,0.109,0.085,0.076,0.076,0.431,0.556,0.585,0.556,0.049,0.047,0.011,0.178,0.403,0.356,4.668,0.051,0.107,0.464,0.982,1.111,0.103,0.203,1.111,0.904,0.729,0.586,2.697,2.732,3.335,0.107,0.952,1.158,24.421,16.075,0.334,9.194,9.538,0.548,1.234,27.180,0.000,0.000,0.000,-0.058,1.074,0.799,3.24%,NU,66439710
007970,44206,2010-12-31,2011-06-30,2011-08-31,21.519,0.915,10.064,14.458,14.519,14.580,14.580,1.298,4.925,0.458,0.089,0.231,0.169,0.231,0.132,0.215,0.076,0.078,0.090,0.348,0.112,0.064,0.108,0.083,0.075,0.076,0.441,0.546,0.583,0.546,0.050,0.047,0.010,0.175,0.389,0.352,4.647,0.063,0.119,0.454,0.877,1.001,0.103,0.213,1.089,0.861,0.726,0.580,2.650,2.784,3.390,0.082,0.879,1.064,24.758,15.743,0.328,9.180,9.570,0.544,1.198,59.102,0.000,0.000,0.000,-0.057,1.078,0.820,3.17%,NU,66439710
007970,44206,2010-12-31,2011-06-30,2011-09-30,20.868,0.915,10.064,14.021,14.079,14.139,14.139,1.258,4.776,0.458,0.089,0.231,0.169,0.231,0.132,0.215,0.076,0.078,0.090,0.348,0.112,0.064,0.108,0.083,0.075,0.076,0.441,0.546,0.583,0.546,0.050,0.047,0.010,0.175,0.389,0.352,4.647,0.063,0.119,0.454,0.877,1.001,0.103,0.213,1.089,0.861,0.726,0.580,2.650,2.784,3.390,0.082,0.879,1.064,24.758,15.743,0.328,9.180,9.570,0.544,1.198,59.102,0.000,0.000,0.000,-0.057,1.046,0.795,3.27%,NU,66439710
007970,44206,2010-12-31,2011-06-30,2011-10-31,21.438,0.915,10.064,14.404,14.464,14.525,14.525,1.293,4.906,0.458,0.089,0.231,0.169,0.231,0.132,0.215,0.076,0.078,0.090,0.348,0.112,0.064,0.108,0.083,0.075,0.076,0.441,0.546,0.583,0.546,0.050,0.047,0.010,0.175,0.389,0.352,4.647,0.063,0.119,0.454,0.877,1.001,0.103,0.213,1.089,0.861,0.726,0.580,2.650,2.784,3.390,0.082,0.879,1.064,24.758,15.743,0.328,9.180,9.570,0.544,1.198,59.102,0.000,0.000,0.000,-0.057,1.074,0.816,3.18%,NU,66439710
007970,44206,2010-12-31,2011-09-30,2011-11-30,20.326,0.969,10.157,14.728,14.854,14.983,14.983,1.332,5.383,0.479,0.089,0.239,0.175,0.239,0.136,0.207,0.076,0.074,0.090,0.348,0.107,0.063,0.104,0.083,0.074,0.076,0.446,0.540,0.581,0.540,0.050,0.046,0.009,0.170,0.376,0.349,4.613,0.070,0.130,0.448,0.806,0.834,0.103,0.099,1.072,0.836,0.724,0.577,2.624,2.749,3.427,0.069,0.820,0.988,21.878,15.308,0.317,9.071,8.625,0.527,1.148,61.483,0.000,0.000,0.000,-0.050,1.062,1.314,3.18%,NU,66439710
007970,44206,2010-12-31,2011-09-30,2011-12-31,21.183,0.969,10.157,15.349,15.481,15.615,15.615,1.388,5.610,0.479,0.089,0.239,0.175,0.239,0.136,0.207,0.076,0.074,0.090,0.348,0.107,0.063,0.104,0.083,0.074,0.076,0.446,0.540,0.581,0.540,0.050,0.046,0.009,0.170,0.376,0.349,4.613,0.070,0.130,0.448,0.806,0.834,0.103,0.099,1.072,0.836,0.724,0.577,2.624,2.749,3.427,0.069,0.820,0.988,21.878,15.308,0.317,9.071,8.625,0.527,1.148,61.483,0.000,0.000,0.000,-0.050,1.106,1.369,3.05%,NU,66439710
007970,44206,2010-12-31,2011-09-30,2012-01-31,20.408,0.969,10.157,14.787,14.914,15.043,15.043,1.337,5.405,0.479,0.089,0.239,0.175,0.239,0.136,0.207,0.076,0.074,0.090,0.348,0.107,0.063,0.104,0.083,0.074,0.076,0.446,0.540,0.581,0.540,0.050,0.046,0.009,0.170,0.376,0.349,4.613,0.070,0.130,0.448,0.806,0.834,0.103,0.099,1.072,0.836,0.724,0.577,2.624,2.749,3.427,0.069,0.820,0.988,21.878,15.308,0.317,9.071,8.625,0.527,1.148,61.483,0.000,0.000,0.000,-0.050,1.066,1.319,3.17%,NU,66439710
007970,44206,2011-12-31,2011-12-31,2012-02-29,19.442,0.920,10.549,15.084,15.084,16.171,16.171,1.425,6.556,0.496,0.088,0.252,0.185,0.252,0.128,0.195,0.075,0.069,0.090,0.299,0.101,0.063,0.098,0.085,0.073,0.072,0.453,0.534,0.607,0.534,0.055,0.050,0.007,0.183,0.489,0.344,4.773,0.121,0.169,0.411,0.578,0.498,0.084,-0.110,1.107,0.804,0.736,0.593,2.789,2.505,3.143,0.040,0.569,0.697,26.566,13.547,0.296,6.399,6.366,0.504,1.082,,0.000,0.000,0.000,-0.038,1.082,1.596,3.27%,NU,66439710
007970,44206,2011-12-31,2011-12-31,2012-03-31,20.102,0.920,10.549,15.597,15.597,16.721,16.721,1.473,6.779,0.496,0.088,0.252,0.185,0.252,0.128,0.195,0.075,0.069,0.090,0.299,0.101,0.063,0.098,0.085,0.073,0.072,0.453,0.534,0.607,0.534,0.055,0.050,0.007,0.183,0.489,0.344,4.773,0.121,0.169,0.411,0.578,0.498,0.084,-0.110,1.107,0.804,0.736,0.593,2.789,2.505,3.143,0.040,0.569,0.697,26.566,13.547,0.296,6.399,6.366,0.504,1.082,,0.000,0.000,0.000,-0.038,1.118,1.650,3.17%,NU,66439710
007970,44206,2011-12-31,2011-12-31,2012-04-30,35.185,0.920,10.549,15.450,15.450,16.563,16.563,2.578,11.864,0.496,0.088,0.252,0.185,0.252,0.128,0.195,0.075,0.069,0.090,0.299,0.101,0.063,0.098,0.085,0.073,0.072,0.453,0.534,0.607,0.534,0.055,0.050,0.007,0.183,0.489,0.344,4.773,0.121,0.169,0.411,0.578,0.498,0.084,-0.110,1.107,0.804,0.736,0.593,2.789,2.505,3.143,0.040,0.569,0.697,26.566,13.547,0.296,6.399,6.366,0.504,1.082,,0.000,0.000,0.000,-0.038,1.958,1.634,3.20%,NU,66439710
007970,44206,2011-12-31,2012-03-31,2012-05-31,35.129,0.909,10.506,15.934,15.934,16.749,16.749,2.608,18.622,0.536,0.088,0.259,0.187,0.259,0.127,0.193,0.076,0.066,0.089,0.299,0.096,0.062,0.094,0.082,0.071,0.074,0.450,0.537,0.605,0.537,0.056,0.050,0.014,0.169,0.350,0.353,4.789,0.112,0.156,0.429,0.647,0.350,0.084,-0.887,1.083,0.816,0.730,0.587,2.703,2.423,3.039,0.087,0.665,0.801,13.587,13.708,0.285,8.931,6.806,0.488,1.055,,0.000,0.000,0.000,-0.015,1.885,3.029,3.81%,NU,66439710
007970,44206,2011-12-31,2012-03-31,2012-06-30,37.861,0.909,10.506,17.173,17.173,18.051,18.051,2.811,20.070,0.536,0.088,0.259,0.187,0.259,0.127,0.193,0.076,0.066,0.089,0.299,0.096,0.062,0.094,0.082,0.071,0.074,0.450,0.537,0.605,0.537,0.056,0.050,0.014,0.169,0.350,0.353,4.789,0.112,0.156,0.429,0.647,0.350,0.084,-0.887,1.083,0.816,0.730,0.587,2.703,2.423,3.039,0.087,0.665,0.801,13.587,13.708,0.285,8.931,6.806,0.488,1.055,,0.000,0.000,0.000,-0.015,2.031,3.265,3.54%,NU,66439710
007970,44206,2011-12-31,2012-03-31,2012-07-31,38.904,0.909,10.506,17.646,17.646,18.549,18.549,2.888,20.623,0.536,0.088,0.259,0.187,0.259,0.127,0.193,0.076,0.066,0.089,0.299,0.096,0.062,0.094,0.082,0.071,0.074,0.450,0.537,0.605,0.537,0.056,0.050,0.014,0.169,0.350,0.353,4.789,0.112,0.156,0.429,0.647,0.350,0.084,-0.887,1.083,0.816,0.730,0.587,2.703,2.423,3.039,0.087,0.665,0.801,13.587,13.708,0.285,8.931,6.806,0.488,1.055,,0.000,0.000,0.000,-0.015,2.087,3.355,3.44%,NU,66439710
007970,44206,2011-12-31,2012-06-30,2012-08-31,36.322,1.011,12.181,16.817,16.817,21.526,21.526,2.407,19.568,0.759,0.071,0.239,0.161,0.239,0.101,0.184,0.077,0.059,0.085,0.299,0.087,0.060,0.085,0.080,0.068,0.063,0.488,0.500,0.590,0.500,0.054,0.046,0.012,0.157,0.346,0.345,5.440,0.152,0.171,0.414,0.525,0.270,0.084,-1.150,1.108,0.722,0.707,0.561,2.418,2.194,2.729,0.070,0.581,0.689,11.390,15.443,0.266,9.222,7.103,0.454,0.909,,0.000,0.000,0.000,-0.015,0.960,,3.64%,NU,66439710
007970,44206,2011-12-31,2012-06-30,2012-09-30,36.867,1.011,12.181,17.067,17.067,21.846,21.846,2.443,19.861,0.759,0.071,0.239,0.161,0.239,0.101,0.184,0.077,0.059,0.085,0.299,0.087,0.060,0.085,0.080,0.068,0.063,0.488,0.500,0.590,0.500,0.054,0.046,0.012,0.157,0.346,0.345,5.440,0.152,0.171,0.414,0.525,0.270,0.084,-1.150,1.108,0.722,0.707,0.561,2.418,2.194,2.729,0.070,0.581,0.689,11.390,15.443,0.266,9.222,7.103,0.454,0.909,,0.000,0.000,0.000,-0.015,0.974,,3.59%,NU,66439710
007970,44206,2011-12-31,2012-06-30,2012-10-31,37.899,1.011,12.181,17.545,17.545,22.457,22.457,2.511,20.417,0.759,0.071,0.239,0.161,0.239,0.101,0.184,0.077,0.059,0.085,0.299,0.087,0.060,0.085,0.080,0.068,0.063,0.488,0.500,0.590,0.500,0.054,0.046,0.012,0.157,0.346,0.345,5.440,0.152,0.171,0.414,0.525,0.270,0.084,-1.150,1.108,0.722,0.707,0.561,2.418,2.194,2.729,0.070,0.581,0.689,11.390,15.443,0.266,9.222,7.103,0.454,0.909,,0.000,0.000,0.000,-0.015,1.001,,3.49%,NU,66439710
007970,44206,2011-12-31,2012-09-30,2012-11-30,35.990,1.050,11.575,15.684,15.684,19.765,19.765,2.150,13.853,0.694,0.082,0.256,0.177,0.256,0.121,0.199,0.079,0.062,0.086,0.299,0.088,0.060,0.086,0.090,0.075,0.067,0.520,0.469,0.582,0.469,0.053,0.043,0.011,0.143,0.345,0.339,5.079,0.195,0.187,0.395,0.518,0.313,0.084,-0.605,1.124,0.645,0.691,0.541,2.234,2.481,3.194,0.061,0.533,0.622,13.000,16.863,0.260,9.394,7.738,0.447,0.842,,0.000,0.000,0.000,-0.020,0.965,9.031,3.54%,NU,66439710
007970,44206,2011-12-31,2012-09-30,2012-12-31,36.306,1.050,11.575,15.822,15.822,19.939,19.939,2.168,13.975,0.694,0.082,0.256,0.177,0.256,0.121,0.199,0.079,0.062,0.086,0.299,0.088,0.060,0.086,0.090,0.075,0.067,0.520,0.469,0.582,0.469,0.053,0.043,0.011,0.143,0.345,0.339,5.079,0.195,0.187,0.395,0.518,0.313,0.084,-0.605,1.124,0.645,0.691,0.541,2.234,2.481,3.194,0.061,0.533,0.622,13.000,16.863,0.260,9.394,7.738,0.447,0.842,,0.000,0.000,0.000,-0.020,0.973,9.110,3.51%,NU,66439710
007970,44206,2011-12-31,2012-09-30,2013-01-31,37.839,1.050,11.575,16.490,16.490,20.781,20.781,2.260,14.565,0.694,0.082,0.256,0.177,0.256,0.121,0.199,0.079,0.062,0.086,0.299,0.088,0.060,0.086,0.090,0.075,0.067,0.520,0.469,0.582,0.469,0.053,0.043,0.011,0.143,0.345,0.339,5.079,0.195,0.187,0.395,0.518,0.313,0.084,-0.605,1.124,0.645,0.691,0.541,2.234,2.481,3.194,0.061,0.533,0.622,13.000,16.863,0.260,9.394,7.738,0.447,0.842,,0.000,0.000,0.000,-0.020,1.014,9.494,3.37%,NU,66439710
